"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.81","1173","$204.33","1065","$147.8","137"
"Alaska","$285.65","283","$256.07","337","$388.58","26"
"Arizona","$302.9","2123","$209.5","1812","$191.63","246"
"Arkansas","$352.14","643","$183","610","$129.67","126"
"California","$246.91","13218","$192.92","14228","$192.34","846"
"Colorado","$238.67","2470","$197.74","2039","$225.27","147"
"Connecticut","$346.34","1411","$276.02","1485","$252.31","95"
"Delaware","$371.76","383","$226.54","310","$206.61","36"
"District of Columbia","$348.76","484","$293.29","397","$208.53","41"
"Florida","$305.01","7313","$219.34","5961","$151.95","562"
"Georgia","$329.72","3449","$214.59","2542","$151.82","243"
"Hawaii","$307.66","357","$275.37","391","$167.62","27"
"Idaho","$275.86","341","$256.33","502","$140.27","26"
"Illinois","$358.02","4429","$286.77","4043","$176.11","367"
"Indiana","$334.53","1863","$209.03","1644","$168.09","263"
"Iowa","$370.95","762","$291.54","734","$247.69","107"
"Kansas","$352.15","918","$262.97","721","$121.53","116"
"Kentucky","$337.42","1134","$182.46","1102","$125.1","145"
"Louisiana","$370.76","1189","$243.37","984","$147.58","253"
"Maine","$319.16","494","$258.91","476","$213.48","53"
"Montana","$269.41","620","$256.54","292","$704.89","23"
"Nebraska","$347.03","566","$249.66","558","$140.63","67"
"Nevada","$268.53","979","$217.68","1049","$252.49","63"
"New Hampshire","$369.54","473","$290.65","495","$677.38","41"
"New Jersey","$353.27","2433","$291.75","3122","$231.72","212"
"New Mexico","$291.16","622","$215.18","482","$75.12","44"
"New York","$350.93","6311","$267.08","6491","$205.36","517"
"North Carolina","$353.98","3113","$246.64","2161","$151.82","247"
"North Dakota","$401.42","161","$355.14","231","$347.51","17"
"Ohio","$335.84","3365","$214.26","3183","$165.86","434"
"Oklahoma","$364.94","834","$229.19","769","$118.75","148"
"Oregon","$211.23","1761","$188.39","1476","$169.42","70"
"Maryland","$377.86","2190","$250.59","1745","$190.34","165"
"Massachusetts","$351.15","3145","$294.99","2742","$218.41","237"
"Michigan","$296.73","3294","$272.91","2798","$229.56","243"
"Minnesota","$367.74","1885","$277.79","1754","$179.7","104"
"Mississippi","$342.31","464","$146.93","399","$137.97","116"
"Missouri","$367.99","1744","$244.08","1463","$149.74","220"
"Pennsylvania","$369.5","4293","$267.44","3653","$190.28","403"
"Rhode Island","$332.33","577","$259.39","399","$201.75","34"
"South Carolina","$346.11","1291","$203.11","1024","$191.65","134"
"South Dakota","$388.48","178","$353.22","186","$124.17","21"
"Tennessee","$356.59","1725","$226.34","1400","$191.2","170"
"Texas","$341.02","6622","$235.1","6425","$143.88","942"
"Utah","$291.96","750","$235.15","775","$187.19","48"
"Vermont","$377.23","295","$320.55","259","$190.36","26"
"Virginia","$372.35","2712","$288.22","2217","$225.25","227"
"Washington","$234.49","2581","$191.53","2611","$145.18","119"
"West Virginia","$359.53","415","$215.62","413","$160.38","43"
"Wisconsin","$356.81","1782","$270.09","1549","$240.15","139"
"Wyoming","$355.18","99","$376.85","146","$161.3","11"
