"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.52","1384","203.54","1243","145.79","160"
"Alaska","288.34","324","261.29","401","403.33","33"
"Arizona","300.6","2390","209.21","2123","185.64","279"
"Arkansas","348.51","742","180.47","718","126.2","134"
"California","245.34","14987","191.6","16725","188.74","978"
"Colorado","237.96","2817","196.74","2422","227.49","167"
"Connecticut","341.57","1611","273.02","1737","252.05","106"
"Delaware","367.27","441","230.17","376","204.86","39"
"District of Columbia","346.23","569","287.37","489","209.83","47"
"Florida","301.59","8429","217.78","7081","151.86","632"
"Georgia","326.61","3959","216.76","2994","145.09","279"
"Hawaii","309.87","409","265.58","456","174.23","29"
"Idaho","276.21","392","249.24","583","165.19","31"
"Illinois","355.63","5025","283.28","4744","193.54","409"
"Indiana","333.13","2126","211.42","1949","155.76","296"
"Iowa","367.26","867","290.84","880","249.3","112"
"Kansas","351.24","1045","261.93","865","121.73","130"
"Kentucky","338.11","1314","182.92","1306","123.13","165"
"Louisiana","366.91","1371","243.93","1179","143.98","290"
"Maine","317.55","553","245.94","565","272.95","59"
"Montana","266.9","680","243.21","332","571.68","30"
"Nebraska","341.3","632","250.49","626","133.37","73"
"Nevada","268.91","1110","229.55","1239","235.3","75"
"New Hampshire","358.15","532","290.65","577","617.09","46"
"New Jersey","349.13","2755","288.32","3634","226.25","235"
"New Mexico","289.27","698","201.26","567","94.88","58"
"New York","347.09","7063","265.4","7598","208.31","564"
"North Carolina","349.29","3617","245.37","2598","148.99","279"
"North Dakota","405.46","186","364.95","270","336.51","21"
"Ohio","334.9","3802","217.35","3742","165.61","499"
"Oklahoma","363.86","949","233.23","922","122.25","171"
"Oregon","208.92","1972","183.78","1718","178.05","82"
"Maryland","370.49","2529","252.01","2109","187.53","178"
"Massachusetts","350.33","3625","289.21","3237","221.92","267"
"Michigan","291.89","3648","275.15","3271","266.25","270"
"Minnesota","357.66","2130","276.48","2117","184.7","114"
"Mississippi","335.71","536","146.61","470","146.12","128"
"Missouri","357.69","1985","245.64","1810","145.58","272"
"Pennsylvania","365.89","4903","267.5","4284","193.19","458"
"Rhode Island","322.27","643","257.42","465","199.96","40"
"South Carolina","341.86","1485","201.53","1217","186.12","150"
"South Dakota","377.37","194","351.5","223","123.94","22"
"Tennessee","353.49","1997","225.56","1642","184.97","195"
"Texas","337.41","7452","233.21","7504","144.12","1052"
"Utah","287.07","861","238.18","915","207.35","57"
"Vermont","375.19","329","316.9","311","190.36","27"
"Virginia","367.5","3087","292.05","2633","224.37","256"
"Washington","232.76","2987","190.01","3092","137.75","140"
"West Virginia","354.37","488","215","471","145.37","55"
"Wisconsin","353.17","1995","271.6","1867","250.79","147"
"Wyoming","349.69","116","349.9","166","161.3","12"
