"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","340.67","1410","204.68","1285","I feel bad for these guys -->","161"
"Alaska","291.32","330","261.06","418","I feel bad for these guys -->","34"
"Arizona","300.44","2427","209.38","2168","I feel bad for these guys -->","286"
"Arkansas","346.39","768","180.25","740","I feel bad for these guys -->","135"
"California","245.01","15282","191.24","17138","I feel bad for these guys -->","998"
"Colorado","238.27","2874","197.18","2492","I feel bad for these guys -->","168"
"Connecticut","341.08","1646","271.01","1784","I feel bad for these guys -->","108"
"Delaware","366.11","454","231.01","388","I feel bad for these guys -->","39"
"District of Columbia","349.35","588","287.51","505","I feel bad for these guys -->","48"
"Florida","302.41","8613","217.59","7312","I feel bad for these guys -->","643"
"Georgia","326.72","4063","216.8","3096","I feel bad for these guys -->","284"
"Hawaii","310.32","419","268.32","471","I feel bad for these guys -->","29"
"Idaho","276.18","398","249.13","595","I feel bad for these guys -->","33"
"Illinois","356.1","5165","283.27","4903","I feel bad for these guys -->","414"
"Indiana","332.37","2181","211.66","2007","I feel bad for these guys -->","304"
"Iowa","365.49","888","288.44","911","I feel bad for these guys -->","113"
"Kansas","351.29","1075","262.1","893","I feel bad for these guys -->","130"
"Kentucky","337.92","1346","183.52","1336","I feel bad for these guys -->","167"
"Louisiana","366.48","1399","244.44","1212","I feel bad for these guys -->","293"
"Maine","315.05","566","254.95","585","I feel bad for these guys -->","59"
"Montana","266.71","689","251.1","339","I feel bad for these guys -->","30"
"Nebraska","339.68","648","250.75","651","I feel bad for these guys -->","74"
"Nevada","268.1","1134","229.86","1277","I feel bad for these guys -->","76"
"New Hampshire","356.34","543","291.56","591","I feel bad for these guys -->","46"
"New Jersey","348.53","2811","287.72","3744","I feel bad for these guys -->","239"
"New Mexico","289","718","202.12","583","I feel bad for these guys -->","58"
"New York","347.17","7222","265.18","7812","I feel bad for these guys -->","577"
"North Carolina","348.12","3695","245.78","2694","I feel bad for these guys -->","287"
"North Dakota","405.46","186","348.53","277","I feel bad for these guys -->","21"
"Ohio","334.4","3888","217.33","3859","I feel bad for these guys -->","509"
"Oklahoma","363.72","973","232.86","948","I feel bad for these guys -->","175"
"Oregon","208.25","2013","182.78","1781","I feel bad for these guys -->","85"
"Maryland","370.19","2591","252.75","2177","I feel bad for these guys -->","184"
"Massachusetts","350.02","3704","288.51","3350","I feel bad for these guys -->","271"
"Michigan","290.9","3729","274.2","3353","I feel bad for these guys -->","275"
"Minnesota","354.67","2175","276.54","2172","I feel bad for these guys -->","116"
"Mississippi","337.91","551","146.08","485","I feel bad for these guys -->","132"
"Missouri","357.86","2027","245.54","1872","I feel bad for these guys -->","275"
"Pennsylvania","365.77","5045","267.89","4409","I feel bad for these guys -->","470"
"Rhode Island","321.07","659","258.39","478","I feel bad for these guys -->","42"
"South Carolina","342.06","1522","202.92","1246","I feel bad for these guys -->","153"
"South Dakota","377.57","201","348.33","228","I feel bad for these guys -->","22"
"Tennessee","352.72","2037","225.67","1680","I feel bad for these guys -->","199"
"Texas","336.9","7579","232.47","7691","I feel bad for these guys -->","1075"
"Utah","287.64","876","238.94","943","I feel bad for these guys -->","58"
"Vermont","374.25","335","316.5","324","I feel bad for these guys -->","29"
"Virginia","366.75","3178","291.74","2736","I feel bad for these guys -->","259"
"Washington","232.87","3048","189.65","3178","I feel bad for these guys -->","144"
"West Virginia","355.49","502","215.95","490","I feel bad for these guys -->","55"
"Wisconsin","352.17","2043","271.67","1939","I feel bad for these guys -->","151"
"Wyoming","328.54","118","356.25","170","I feel bad for these guys -->","12"
