"State","HighQ","HighQN","MedQ","MedQN","LowQ","LowQN"
"Alabama","$340.09","1107","$201.06","996","$152.02","129"
"Alaska","$286.54","270","$254.28","316","$388.58","26"
"Arizona","$303.28","2033","$210.4","1722","$195.85","232"
"Arkansas","$358.53","608","$182.92","578","$128.14","121"
"California","$248.38","12678","$192.89","13539","$191.52","810"
"Colorado","$237.34","2330","$198.23","1922","$223.6","139"
"Connecticut","$346.79","1360","$274.1","1408","$252.31","95"
"Delaware","$373.46","365","$227.38","285","$199.89","35"
"District of Columbia","$349.92","464","$293.13","374","$208.53","41"
"Florida","$305.7","6912","$220.02","5592","$154.33","535"
"Georgia","$332.36","3266","$214.46","2396","$153.61","236"
"Hawaii","$308.15","341","$272.51","372","$167.62","27"
"Idaho","$276.08","329","$257.77","470","$133.75","22"
"Illinois","$356.27","4250","$287.73","3844","$176.42","358"
"Indiana","$335.46","1769","$208.72","1539","$161.26","258"
"Iowa","$371.16","730","$293.29","689","$249.95","106"
"Kansas","$354.66","869","$260.8","675","$113.7","111"
"Kentucky","$339.18","1066","$181.33","1037","$124.52","141"
"Louisiana","$373.94","1144","$242.68","925","$149.14","241"
"Maine","$320.45","474","$259.23","458","$214.8","52"
"Montana","$270.27","604","$251.88","278","$734.65","22"
"Nebraska","$349.2","536","$249.2","536","$142.51","63"
"Nevada","$270.04","942","$219.16","979","$252.49","63"
"New Hampshire","$376.43","455","$289.12","475","$550.95","40"
"New Jersey","$354.51","2341","$292.47","2961","$232.29","202"
"New Mexico","$293.33","590","$205.83","457","$63.7","42"
"New York","$351.43","6102","$268.5","6167","$189.91","500"
"North Carolina","$355.62","2950","$247.42","2017","$150.59","238"
"North Dakota","$409.97","146","$335.69","218","$363.11","16"
"Ohio","$336.55","3211","$213.71","2994","$166.95","417"
"Oklahoma","$364.03","798","$227.52","720","$120.16","136"
"Oregon","$212.22","1687","$188.74","1396","$172.23","66"
"Maryland","$380.72","2089","$250.34","1660","$193.74","155"
"Massachusetts","$352.63","3019","$296.83","2602","$221.93","228"
"Michigan","$297.74","3183","$276.17","2674","$226.58","235"
"Minnesota","$369.77","1795","$278.61","1646","$181.28","103"
"Mississippi","$339.19","435","$148.86","375","$143.69","106"
"Missouri","$367.14","1646","$241.52","1373","$150","215"
"Pennsylvania","$371.11","4075","$266.46","3442","$191.47","388"
"Rhode Island","$332.73","553","$260.8","379","$201.75","34"
"South Carolina","$346.14","1223","$202.34","960","$174.45","128"
"South Dakota","$389.9","170","$367.51","177","$124.17","21"
"Tennessee","$358.24","1646","$226","1313","$195.74","159"
"Texas","$341.78","6307","$236.28","6052","$144.2","907"
"Utah","$292.44","719","$234.27","734","$187.95","45"
"Vermont","$377.22","289","$321.36","242","$187.64","25"
"Virginia","$373.41","2602","$287.54","2099","$226.45","221"
"Washington","$235.66","2453","$191.09","2488","$153.14","114"
"West Virginia","$363.67","386","$197.14","394","$158.3","41"
"Wisconsin","$357.79","1709","$271.09","1466","$239.71","137"
"Wyoming","$354.03","94","$378.82","138","$161.3","11"
